93,"Feb 17, 2021 13:35:07",-52.465,45327,51382
94,"Feb 17, 2021 13:35:36",-52.465,45327,51375
95,"Feb 17, 2021 13:36:07",-52.479,45327,51361
96,"Feb 17, 2021 13:36:36",-52.479,45327,51345
97,"Feb 17, 2021 13:37:06",-52.509,45327,51344
98,"Feb 17, 2021 13:37:37",-52.509,45327,51319
99,"Feb 17, 2021 13:38:07",-52.476,45327,51300
100,"Feb 17, 2021 13:38:36",-52.476,45327,51288
101,"Feb 17, 2021 13:39:06",-52.469,45327,51283
102,"Feb 17, 2021 13:39:37",-52.469,45327,51299
103,"Feb 17, 2021 13:40:07",-52.453,45352,51379
104,"Feb 17, 2021 13:40:37",-52.453,45352,51395
105,"Feb 17, 2021 13:41:07",-52.458,45352,51189
106,"Feb 17, 2021 13:41:36",-52.458,45352,51232
107,"Feb 17, 2021 13:42:07",-52.478,45352,51226
108,"Feb 17, 2021 13:42:36",-52.478,45352,51280
109,"Feb 17, 2021 13:43:06",-52.464,45352,51263
110,"Feb 17, 2021 13:43:36",-52.464,45352,51315
111,"Feb 17, 2021 13:44:07",-52.469,45352,51317
112,"Feb 17, 2021 13:44:36",-52.469,45352,51312
113,"Feb 17, 2021 13:45:09",-52.442,45206,51165
114,"Feb 17, 2021 13:45:37",-52.442,45206,51126
115,"Feb 17, 2021 13:46:07",-52.464,45206,51164
116,"Feb 17, 2021 13:46:37",-52.464,45206,51183
117,"Feb 17, 2021 13:47:07",-52.475,45206,51171
118,"Feb 17, 2021 13:47:36",-52.475,45206,51154
119,"Feb 17, 2021 13:48:07",-52.441,45206,51153
120,"Feb 17, 2021 13:48:37",-52.441,45206,51140
121,"Feb 17, 2021 13:49:17",-52.457,45206,51136
122,"Feb 17, 2021 13:49:47",-52.457,45206,51154
123,"Feb 17, 2021 13:50:17",-52.483,45266,51233
124,"Feb 17, 2021 13:50:46",-52.483,45266,51268
125,"Feb 17, 2021 13:51:16",-52.437,45266,51282
126,"Feb 17, 2021 13:51:46",-52.437,45266,51293
127,"Feb 17, 2021 13:52:16",-52.418,45266,51281
128,"Feb 17, 2021 13:52:46",-52.418,45266,51302
129,"Feb 17, 2021 13:53:16",-52.407,45266,51338
130,"Feb 17, 2021 13:53:46",-52.407,45266,51371
131,"Feb 17, 2021 13:54:16",-52.390,45266,51396
132,"Feb 17, 2021 13:54:47",-52.390,45266,51410
133,"Feb 17, 2021 13:55:17",-52.375,45043,50830
134,"Feb 17, 2021 13:55:46",-52.375,45043,50868
135,"Feb 17, 2021 13:56:16",-52.359,45043,50954
136,"Feb 17, 2021 13:56:46",-52.359,45043,50949
137,"Feb 17, 2021 13:57:16",-52.342,45043,51001
138,"Feb 17, 2021 13:57:46",-52.342,45043,51035
139,"Feb 17, 2021 13:58:16",-52.323,45043,51061
140,"Feb 17, 2021 13:58:46",-52.323,45043,51094
141,"Feb 17, 2021 13:59:16",-52.298,45043,51050
